ID,X,Y,area,element,Al2O3,FeO,MgO,Cr2O3,Bal,Al,Si,P,S,Cl,K,Ca,Ti,V,Cr,Mn,Fe,Zn,Rb,Sr,Zr,Ba
SH042,371496.3937,7217656.414,C,undetermined,0.359,3.277,0,0.012,90.972,0.19,3.633,0.742,0.099,0.062,0.686,0.656,0.259,0.01,0.008,0.085,2.547,0.004,0.002,LOD,0.024,0.017
SH043,371493.8422,7217655.881,C,enclosure_2,0.248,3.138,0,0.014,91.141,0.131,2.574,0.753,0.153,0.067,0.632,1.766,0.179,0.007,0.01,0.106,2.439,0.008,0.002,0.002,0.018,0.009
SH044,371493.7518,7217658.116,C,undetermined,0.22,3.324,0.269,0.011,90.61,0.117,3.946,0.783,0.104,0.076,0.632,0.626,0.236,0.007,0.007,0.063,2.584,0.005,0.002,0.002,0.03,0.008
SH045,371496.3006,7217658.516,C,undetermined,0.325,3.076,0,0.011,91.017,0.172,3.688,0.803,0.099,0.126,0.683,0.656,0.219,0.006,0.007,0.078,2.391,0.004,0.002,LOD,0.031,0.014
SH046,371498.0429,7217658.153,C,undetermined,0.61,3.497,0,0.014,89.89,0.323,4.238,0.769,0.103,0.057,0.699,0.789,0.263,0.007,0.009,0.078,2.718,0.004,0.002,0.002,0.025,0.018
SH047,371499.96,7217658.138,C,undetermined,0.68,3.32,0,0.014,89.786,0.36,4.567,0.757,0.096,0.054,0.66,0.768,0.239,0.007,0.01,0.062,2.58,0.005,0.002,LOD,0.026,0.018
SH048,371501.8045,7217658.183,C,undetermined,0.342,3.542,0,0.011,90.505,0.181,3.778,0.781,0.09,0.064,0.688,0.733,0.278,0.008,0.008,0.063,2.753,0.003,0.002,0.002,0.04,0.021
SH049,371501.9824,7217660.177,C,undetermined,0.403,3.489,0,0.009,90.796,0.213,3.867,0.776,0.086,0.059,0.598,0.516,0.251,0.007,0.006,0.054,2.712,0.003,0.002,LOD,0.028,0.021
SH05,371493.8025,7217640.071,C,undetermined,0.703,2.857,0.375,0.009,89.457,0.372,5.225,0.766,0.094,0.057,0.697,0.498,0.264,0.005,0.006,0.055,2.221,0.004,0.002,LOD,0.029,0.017
SH050,371499.992,7217660.151,C,undetermined,0.305,2.521,0,0.008,93.249,0.161,2.988,0.423,0.052,0.055,0.423,0.399,0.216,0.005,0.005,0.027,1.96,0.002,LOD,LOD,0.022,0.009
SH051,371498.0886,7217660.186,C,undetermined,0.308,3.106,0,0.01,91.432,0.163,3.703,0.672,0.074,0.063,0.647,0.419,0.27,0.008,0.007,0.069,2.414,0.003,0.002,LOD,0.032,0.018
SH052,371495.9545,7217660.177,C,undetermined,0.317,2.839,0,0.011,91.744,0.168,3.528,0.697,0.071,0.067,0.611,0.537,0.221,0.005,0.007,0.084,2.207,0.003,0.002,LOD,0.026,0.017
SH053,371494.0328,7217659.952,C,undetermined,0.322,3.299,0.414,0.014,90.741,0.171,3.515,0.701,0.08,0.066,0.678,0.828,0.244,0.006,0.009,0.082,2.564,0.005,0.002,0.002,0.032,0.022
SH06,371493.8866,7217641.994,C,undetermined,0.273,2.721,0,0.007,91.089,0.144,4.146,0.813,0.093,0.057,0.626,0.563,0.223,0.006,0.005,0.064,2.115,0.005,0.002,LOD,0.03,0.017
SH07,371495.8909,7217642.113,C,undetermined,0.311,2.855,0,0.01,91.023,0.165,4.126,0.763,0.086,0.058,0.639,0.538,0.246,0.006,0.007,0.062,2.219,0.005,0.002,LOD,0.034,0.018
SH08,371497.8394,7217642.12,C,undetermined,0.37,2.727,0,0.012,90.955,0.196,4.087,0.794,0.101,0.058,0.71,0.625,0.218,0.005,0.008,0.071,2.12,0.005,0.002,LOD,0.028,0.015
SH09,371499.8896,7217642.087,C,undetermined,0.264,2.975,0.307,0.009,91.09,0.14,3.707,0.791,0.097,0.058,0.67,0.546,0.261,0.007,0.006,0.069,2.312,0.004,0.002,LOD,0.031,0.019
SI01,371493.8301,7217719.979,B,undetermined,0.328,3.346,0,0.012,90.896,0.174,3.83,0.73,0.08,0.053,0.761,0.397,0.29,0.01,0.008,0.107,2.601,0.002,0.002,LOD,0.033,0.022
SI010,371491.7159,7217719.935,B,undetermined,0.292,2.952,0,0.015,91.149,0.154,3.811,0.763,0.091,0.058,0.714,0.533,0.257,0.009,0.01,0.095,2.295,0.002,0.002,LOD,0.03,0.024
SI011,371489.7323,7217720.006,B,undetermined,0.278,3.769,0,0.014,90.563,0.147,3.654,0.768,0.088,0.061,0.849,0.426,0.323,0.009,0.009,0.1,2.93,0.003,0.002,LOD,0.039,0.024
SI012,371489.8168,7217718.002,B,undetermined,0.317,2.871,0,0.01,91.198,0.168,3.871,0.767,0.087,0.055,0.747,0.476,0.253,0.007,0.007,0.076,2.232,0.002,0.002,LOD,0.028,0.022
SI013,371489.8426,7217716.016,B,undetermined,0.258,2.642,0,0.008,91.292,0.137,4.158,0.792,0.098,0.057,0.642,0.432,0.207,0.007,0.005,0.066,2.053,0.003,0.002,LOD,0.029,0.019
SI014,371489.8616,7217714.02,B,undetermined,0.282,2.568,0,0.009,91.49,0.149,3.958,0.803,0.102,0.055,0.6,0.473,0.241,0.007,0.006,0.063,1.996,0.002,0.002,LOD,0.031,0.019
SI015,371489.8464,7217712.034,B,undetermined,0.325,2.749,0,0.012,91.542,0.172,3.867,0.734,0.086,0.06,0.641,0.403,0.225,0.006,0.008,0.063,2.137,0.002,0.002,LOD,0.029,0.02
SI016,371487.9354,7217712.056,B,undetermined,0.333,2.867,0,0.01,91.068,0.176,4.082,0.801,0.094,0.058,0.638,0.421,0.275,0.006,0.007,0.075,2.229,0.002,0.002,LOD,0.04,0.023
SI017,371487.9116,7217714.03,B,undetermined,0.302,2.828,0,0.014,91.318,0.16,3.783,0.805,0.101,0.059,0.641,0.471,0.29,0.008,0.009,0.073,2.198,0.003,0.002,LOD,0.033,0.042
SI018,371487.992,7217716.039,B,undetermined,0.338,3.083,0,0.015,91.249,0.179,3.348,0.773,0.108,0.056,0.696,0.785,0.249,0.007,0.01,0.086,2.396,0.003,0.002,0.002,0.03,0.018
SI019,371487.7968,7217718.02,B,undetermined,0.301,3.017,0,0.013,91.223,0.159,3.597,0.768,0.09,0.059,0.715,0.603,0.277,0.007,0.009,0.08,2.345,0.002,0.002,0.002,0.035,0.025
SI02,371493.8656,7217717.903,B,undetermined,0.346,3.153,0,0.009,91.173,0.183,3.679,0.729,0.09,0.052,0.732,0.493,0.25,0.006,0.006,0.099,2.451,0.002,0.002,LOD,0.032,0.017
SI020,371487.8035,7217719.982,B,undetermined,0.234,3.078,0,0.012,91.257,0.124,3.61,0.77,0.096,0.061,0.752,0.512,0.26,0.009,0.008,0.077,2.393,0.002,0.002,LOD,0.038,0.026
SI021,371485.7114,7217720.08,B,undetermined,0.331,3.24,0,0.01,91.012,0.175,3.56,0.762,0.095,0.06,0.729,0.66,0.264,0.006,0.007,0.088,2.519,0.004,0.002,0.002,0.03,0.023
SI022,371485.7973,7217717.898,B,undetermined,0.189,3.38,0,0.012,91.294,0.1,3.256,0.61,0.089,0.055,0.809,0.699,0.28,0.009,0.008,0.095,2.627,0.004,0.002,0.002,0.035,0.023
SI023,371485.8409,7217715.966,B,undetermined,0.213,3.049,0,0.014,91.598,0.113,3.141,0.648,0.097,0.055,0.705,0.853,0.249,0.007,0.009,0.091,2.37,0.005,0.002,0.002,0.03,0.023
SI024,371485.8368,7217714.014,B,undetermined,0.225,2.767,0,0.009,92.016,0.119,3.082,0.534,0.082,0.054,0.669,0.891,0.245,0.007,0.006,0.082,2.151,0.003,0.002,0.002,0.032,0.019
SI025,371485.8392,7217712.054,B,undetermined,0.264,2.815,0,0.014,91.05,0.14,4.046,0.835,0.105,0.061,0.635,0.526,0.24,0.009,0.009,0.091,2.188,0.003,0.002,LOD,0.034,0.022
SI026,371483.7304,7217712.056,B,undetermined,0.389,2.867,0,0.009,91.127,0.206,3.888,0.85,0.101,0.061,0.7,0.414,0.271,0.006,0.006,0.078,2.229,0.003,0.002,LOD,0.032,0.023
SI027,371483.7761,7217714.022,B,undetermined,0.423,2.792,0,0.008,91.024,0.224,3.949,0.834,0.09,0.054,0.658,0.591,0.267,0.007,0.005,0.061,2.17,0.003,0.002,LOD,0.04,0.019
SI028,371483.7592,7217716.006,B,undetermined,0.266333333,2.860666667,0.091,0.011,91.36766667,0.141,3.712,0.679333333,0.08,0.059666667,0.770666667,0.495,0.261,0.006666667,0.007666667,0.075333333,2.223666667,0.002666667,0.002,LOD,0.033333333,0.022333333
SI029,371483.8507,7217717.983,B,undetermined,0.285,3.388,0,0.013,90.758,0.151,3.769,0.757,0.101,0.061,0.744,0.583,0.272,0.008,0.009,0.088,2.633,0.004,0.002,0.002,0.035,0.023
SI03,371493.651,7217716.257,B,undetermined,0.265,2.766,0,0.006,91.587,0.14,3.925,0.716,0.091,0.053,0.588,0.394,0.228,0.006,0.004,0.072,2.15,0.002,0.002,LOD,0.024,0.016
SI030,371483.8287,7217719.984,B,undetermined,0.329,2.983,0,0.009,91.077,0.174,3.929,0.8,0.089,0.059,0.662,0.472,0.273,0.007,0.006,0.071,2.318,0.002,0.002,LOD,0.032,0.022
SI031,371481.9083,7217720.095,B,undetermined,0.373,3.289,0.342,0.013,90.446,0.197,4.043,0.807,0.097,0.057,0.741,0.414,0.265,0.007,0.009,0.09,2.556,0.003,0.002,LOD,0.031,0.024
SI032,371481.8643,7217718.076,B,undetermined,0.36,3.167,0,0.006,90.817,0.19,4.103,0.809,0.091,0.06,0.665,0.403,0.248,0.007,0.004,0.078,2.462,0.003,0.002,LOD,0.032,0.024
SI033,371481.8324,7217716.047,B,undetermined,0.267,3.196,0,0.019,90.883,0.141,3.623,0.801,0.1,0.056,0.765,0.701,0.265,0.01,0.013,0.092,2.484,0.003,0.002,0.002,0.031,0.025
SI034,371481.6775,7217714.07,B,undetermined,0.227,2.974,0,0.009,91.342,0.12,3.633,0.753,0.086,0.063,0.752,0.537,0.25,0.008,0.006,0.077,2.312,0.005,0.002,LOD,0.027,0.024
SI035,371481.8531,7217712.065,B,undetermined,0.33,2.589,0,0.007,91.12,0.175,4.185,0.809,0.098,0.061,0.689,0.465,0.242,0.006,0.005,0.057,2.012,0.003,0.002,LOD,0.041,0.027
SI036,371481.884,7217710.068,B,undetermined,0.338,2.644,0,0.009,91.506,0.179,3.792,0.818,0.089,0.059,0.694,0.446,0.228,0.008,0.006,0.056,2.055,0.002,0.002,LOD,0.034,0.021
SI037,371480.0392,7217709.91,B,undetermined,0.379,2.868,0,0.012,91.252,0.2,3.687,0.799,0.094,0.058,0.74,0.534,0.267,0.007,0.008,0.061,2.229,0.002,0.002,LOD,0.036,0.021
SI038,371479.9561,7217712.122,B,undetermined,0.248,2.98,0,0.012,91.217,0.131,3.748,0.824,0.101,0.066,0.701,0.503,0.25,0.007,0.008,0.063,2.316,0.003,0.002,LOD,0.032,0.021
SI039,371479.9744,7217714.178,B,undetermined,0.298,2.976,0.326,0.011,90.814,0.158,3.91,0.803,0.092,0.065,0.705,0.517,0.274,0.007,0.008,0.075,2.313,0.003,0.002,LOD,0.031,0.025
SI04,371493.8869,7217714.154,B,undetermined,0.214,2.506,0,0.005,91.457,0.113,4.299,0.758,0.089,0.056,0.596,0.327,0.238,0.006,0.004,0.053,1.948,0.002,0.002,LOD,0.032,0.018
SI040,371479.994,7217716.131,B,undetermined,0.311,3.363,0,0.01,90.854,0.164,3.646,0.782,0.1,0.06,0.742,0.612,0.258,0.008,0.007,0.093,2.614,0.003,0.002,LOD,0.028,0.022
SI041,371479.891,7217718.16,B,undetermined,0.281,3.052,0,0.011,91.019,0.149,3.901,0.825,0.092,0.059,0.71,0.45,0.256,0.009,0.007,0.09,2.372,0.003,0.002,LOD,0.031,0.022
SI042,371479.9336,7217720.009,B,undetermined,0.285,3.492,0,0.011,90.781,0.151,3.842,0.8,0.099,0.053,0.738,0.383,0.272,0.009,0.007,0.092,2.715,0.003,0.002,LOD,0.024,0.025
SI043,371477.9214,7217720.099,B,undetermined,0.322,3.164,0,0.01,90.749,0.171,4.088,0.811,0.092,0.061,0.73,0.427,0.245,0.006,0.007,0.084,2.46,0.004,0.002,LOD,0.029,0.031
SI044,371477.9016,7217718.086,B,undetermined,0.337,3.483,0,0.011,90.726,0.178,3.753,0.797,0.095,0.058,0.764,0.463,0.28,0.01,0.008,0.1,2.708,0.004,0.002,0.002,0.026,0.026
SI045,371477.9662,7217716.289,B,undetermined,0.37,3.486,0,0.009,90.77,0.196,3.479,0.783,0.119,0.058,0.795,0.65,0.254,0.009,0.006,0.111,2.71,0.004,0.003,0.002,0.027,0.023
SI046,371477.936,7217714.187,B,undetermined,0.387,3.123,0,0.009,90.908,0.205,3.927,0.803,0.094,0.058,0.713,0.466,0.255,0.007,0.006,0.073,2.428,0.003,0.002,LOD,0.029,0.021
SI047,371477.9239,7217712.236,B,undetermined,0.375,3.357,0,0.011,90.5,0.198,3.936,0.828,0.093,0.061,0.726,0.61,0.263,0.007,0.007,0.093,2.609,0.003,0.002,0.002,0.033,0.025
SI048,371477.9879,7217710.116,B,undetermined,0.353,3.094,0,0.013,90.74,0.187,3.927,0.817,0.094,0.06,0.78,0.59,0.264,0.009,0.009,0.061,2.405,0.003,0.002,LOD,0.033,0.017
SI049,371476.0521,7217710.07,B,undetermined,0.431,3.346,0,0.013,90.301,0.228,3.711,0.823,0.101,0.062,0.911,0.83,0.272,0.008,0.009,0.081,2.601,0.004,0.002,0.002,0.032,0.021
SI05,371493.8548,7217712.057,B,undetermined,0.358,2.751,0,0.008,91.359,0.19,4.026,0.743,0.085,0.056,0.63,0.392,0.244,0.006,0.005,0.065,2.138,0.002,0.002,LOD,0.033,0.021
SI050,371475.9324,7217712.153,B,undetermined,0.327,3.41,0,0.015,90.406,0.173,3.699,0.757,0.098,0.059,0.829,0.884,0.265,0.008,0.01,0.089,2.651,0.004,0.002,0.002,0.033,0.027
SI051,371475.9512,7217714.128,B,undetermined,0.453,3.401,0,0.012,90.57,0.24,3.853,0.742,0.095,0.06,0.797,0.522,0.297,0.009,0.008,0.098,2.644,0.003,0.002,LOD,0.033,0.024
SI052,371475.8589,7217716.146,B,undetermined,0.381,3.479,0,0.012,90.505,0.202,3.846,0.747,0.084,0.063,0.824,0.464,0.308,0.009,0.008,0.169,2.704,0.002,0.002,LOD,0.033,0.027
SI053,371475.939,7217718.127,B,undetermined,0.316,3.524,0,0.011,90.23,0.167,4.12,0.795,0.098,0.063,0.828,0.434,0.28,0.007,0.008,0.149,2.739,0.003,0.003,LOD,0.032,0.04
SI054,371475.9708,7217720.105,B,undetermined,0.351,3.418,0,0.014,90.447,0.186,4,0.81,0.095,0.055,0.799,0.489,0.285,0.008,0.01,0.094,2.657,0.003,0.002,LOD,0.032,0.024
SI055,371473.8762,7217719.936,B,undetermined,0.278,3.562,0,0.012,90.5,0.147,3.938,0.774,0.098,0.057,0.777,0.491,0.269,0.01,0.008,0.096,2.769,0.003,0.002,LOD,0.03,0.029
SI056,371473.8306,7217718.112,B,undetermined,0.319,3.528,0,0.017,90.406,0.169,4.094,0.728,0.078,0.071,0.78,0.424,0.281,0.009,0.011,0.138,2.742,0.004,0.002,LOD,0.029,0.031
SI057,371473.8742,7217716.11,B,undetermined,0.379,3.281,0,0.015,90.87,0.201,3.71,0.734,0.081,0.068,0.772,0.573,0.269,0.008,0.01,0.095,2.55,0.003,0.002,LOD,0.028,0.022
SI058,371473.9017,7217714.122,B,undetermined,0.358,3.053,0.514,0.011,90.591,0.189,3.719,0.746,0.089,0.074,0.784,0.671,0.296,0.005,0.008,0.073,2.373,0.004,0.002,LOD,0.038,0.024
SI059,371473.8984,7217712.163,B,undetermined,0.404,3.585,0,0.012,90.435,0.214,3.455,0.777,0.095,0.064,0.786,0.983,0.256,0.007,0.008,0.07,2.786,0.003,0.002,0.002,0.034,0.021
SI06,371491.7239,7217712.068,B,undetermined,0.267,2.828,0,0.011,91.512,0.141,3.711,0.693,0.094,0.057,0.758,0.501,0.225,0.006,0.008,0.047,2.198,0.002,0.002,LOD,0.027,0.013
SI060,371473.8207,7217709.983,B,undetermined,0.364,3.157,0,0.011,90.865,0.193,3.591,0.787,0.1,0.063,0.746,0.761,0.275,0.007,0.007,0.087,2.454,0.004,0.002,0.002,0.034,0.02
SI061,371473.893,7217708.093,B,undetermined,0.383,3.09,0,0.016,90.974,0.203,3.539,0.793,0.095,0.06,0.786,0.716,0.25,0.009,0.011,0.103,2.402,0.004,0.002,0.002,0.03,0.02
SI062,371473.8795,7217702.073,B,undetermined,0.294,3.089,0,0.012666667,91.09733333,0.156,3.677,0.775333333,0.102333333,0.057666667,0.727666667,0.577333333,0.266333333,0.007,0.008666667,0.08,2.401,0.004,0.002,LOD,0.034666667,0.022333333
SI063,371473.7735,7217700.042,B,undetermined,0.277,2.814,0,0.01,91.276,0.147,3.898,0.804,0.096,0.059,0.589,0.516,0.272,0.007,0.007,0.074,2.188,0.004,0.002,LOD,0.038,0.02
SI064,371475.7686,7217700.076,B,undetermined,0.269,2.594,0.42,0.007,91.24,0.142,3.838,0.8,0.099,0.065,0.734,0.438,0.237,0.006,0.005,0.068,2.017,0.003,0.002,LOD,0.029,0.022
SI065,371475.72,7217702.218,B,undetermined,0.344,3.002,0.297,0.014,90.852,0.182,3.47,0.784,0.103,0.059,0.734,0.883,0.249,0.007,0.01,0.096,2.333,0.005,0.002,0.002,0.029,0.018
SI066,371475.8866,7217704.255,B,undetermined,0.277,3.138,0,0.012,90.943,0.147,3.865,0.81,0.098,0.056,0.702,0.52,0.267,0.008,0.008,0.07,2.439,0.004,0.002,LOD,0.038,0.019
SI067,371475.9039,7217706.14,B,undetermined,0.311,2.88,0,0.01,91.218,0.164,3.81,0.799,0.106,0.059,0.686,0.491,0.283,0.005,0.007,0.068,2.238,0.002,0.002,LOD,0.035,0.021
SI068,371475.9016,7217708.098,B,undetermined,0.339,3.036,0,0.011,90.724,0.179,3.516,0.819,0.098,0.059,0.721,1.118,0.258,0.008,0.008,0.069,2.36,0.004,0.002,0.002,0.033,0.019
SI069,371478.0889,7217708.005,B,undetermined,0.206,2.751,0,0.011,91.165,0.109,3.714,0.793,0.106,0.058,0.639,0.922,0.238,0.008,0.008,0.049,2.138,0.003,0.002,0.002,0.029,0.016
SI07,371491.5725,7217713.952,B,undetermined,0.283,2.4,0.424,0.009,91.68,0.15,4.007,0.678,0.08,0.061,0.567,0.349,0.201,0.006,0.006,0.037,1.865,LOD,0.002,LOD,0.032,0.019
SI070,371477.9341,7217706.129,B,undetermined,0.282,2.633,0,0.011,91.563,0.149,3.725,0.761,0.096,0.056,0.651,0.586,0.228,0.006,0.007,0.065,2.046,0.003,0.002,LOD,0.031,0.021
SI071,371477.8835,7217704.229,B,undetermined,0.259,3.151,0,0.011,90.923,0.137,3.955,0.8,0.09,0.059,0.671,0.49,0.283,0.006,0.007,0.07,2.449,0.004,0.002,LOD,0.031,0.021
SI072,371477.8814,7217702.203,B,undetermined,0.281,2.72,0,0.011,91.148,0.149,4.153,0.799,0.099,0.059,0.631,0.48,0.235,0.008,0.008,0.061,2.115,0.003,0.002,LOD,0.03,0.018
SI073,371477.833,7217700.117,B,undetermined,0.345,2.838,0,0.012,91.044,0.182,3.962,0.813,0.101,0.059,0.685,0.544,0.244,0.005,0.008,0.08,2.206,0.004,0.002,LOD,0.037,0.021
SI074,371479.7676,7217700.068,B,undetermined,0.361,3.013,0,0.014,90.69,0.191,4.188,0.794,0.089,0.056,0.69,0.55,0.25,0.009,0.009,0.078,2.342,0.003,0.002,LOD,0.03,0.023
SI075,371479.9079,7217701.978,B,undetermined,0.33,2.77,0,0.01,90.857,0.175,4.356,0.783,0.085,0.061,0.68,0.422,0.273,0.006,0.007,0.075,2.153,0.003,0.002,LOD,0.033,0.027
SI076,371479.9425,7217703.917,B,undetermined,0.414,2.877,0,0.009,90.624,0.219,4.466,0.815,0.094,0.06,0.664,0.446,0.243,0.006,0.006,0.064,2.236,0.003,0.002,LOD,0.032,0.018
SI077,371479.9951,7217705.93,B,undetermined,0.388,2.988,0,0.011,90.54,0.206,4.452,0.788,0.1,0.054,0.666,0.466,0.252,0.008,0.008,0.079,2.323,0.003,0.002,LOD,0.029,0.02
SI078,371480.1221,7217707.872,B,undetermined,0.247,2.751,0,0.008,90.867,0.131,4.114,0.804,0.098,0.062,0.605,0.803,0.246,0.007,0.005,0.053,2.139,0.002,0.002,0.002,0.038,0.021
SI079,371481.8791,7217707.884,B,undetermined,0.317,2.76,0,0.013,91.07,0.168,4.127,0.799,0.09,0.061,0.61,0.528,0.274,0.008,0.009,0.052,2.145,0.002,0.002,LOD,0.032,0.02
SI08,371491.6044,7217716.173,B,undetermined,0.28,2.732,0.468,0.012,91.529,0.148,3.63,0.693,0.086,0.062,0.657,0.415,0.249,0.005,0.008,0.064,2.124,0.002,0.002,LOD,0.028,0.015
SI080,371481.8891,7217705.827,B,undetermined,0.421,2.704,0,0.009,91.069,0.223,4.231,0.833,0.092,0.07,0.628,0.375,0.25,0.005,0.006,0.056,2.102,0.003,0.002,LOD,0.031,0.022
SI081,371481.8281,7217703.877,B,undetermined,0.325,2.695,0,0.009,91.413,0.172,4.111,0.733,0.081,0.061,0.606,0.389,0.21,0.005,0.006,0.064,2.095,0.003,0.002,LOD,0.027,0.021
SI082,371481.8937,7217701.871,B,undetermined,0.3,2.396,0,0.009,91.312,0.159,4.296,0.849,0.094,0.059,0.588,0.433,0.223,0.005,0.006,0.062,1.862,0.004,0.002,LOD,0.027,0.017
SI083,371481.7917,7217700.011,B,undetermined,0.44,2.954,0,0.01,90.837,0.233,4.111,0.824,0.099,0.058,0.654,0.48,0.237,0.008,0.007,0.092,2.296,0.004,0.002,LOD,0.034,0.021
SI09,371491.5972,7217718.017,B,undetermined,0.355,2.96,0,0.012,91.363,0.188,3.56,0.674,0.094,0.066,0.737,0.604,0.253,0.007,0.008,0.089,2.301,0.003,0.002,LOD,0.023,0.023
